"Dénomination / Nom";"Début d'activité";"SIREN";"Représentants";"Adresse du siège";"Forme juridique";"Activité";"Département";"Etablissements";"Capital";"Statut"
"HADDAD ET COMPAGNIE";"01/04/1948";"'582100483";"NESSIM HADDAD DIT SIMON BERNARD";"";"Société en commandite simple";"";"";"RUE VIVIENNE 75002 PARIS 2 FRANCE ";"228673.53";"Active"
"METAL LUX";"01/04/1948";"'588800987";"CHRISTOPHE BLERVACQ";"RUE DE LA PYRAMIDE 59121 HAULCHIN FRANCE ";"Société à responsabilité limitée";"Feronnerie d'art, construction mécanique, soudure électrique, fabrique de jouets, lustrerie, instal- lation de clôtures. Tous travaux d'études pour l'industrie, le bâtiment et les travaux publics Présentation et vente de tous produits et acces- soires destinés à la fermeture de bâtiments";"'59";"12 RUE DE LA FONTAINE 59121 PROUVY FRANCE ";"18000.0";"Active"
"SCI 26 RUE RAOUL BLANCHARD";"01/04/1948";"'311109607";"ODETTE CAMILLE GIET, JEAN-CHRISTIAN PEYRET, EVELYNE PEYRET, DOMINIQUE PAULE CAROL PORTAIL, ALBERT PIERRE RENE PORTAIL, DANIELE ANNE PORTAIL, FREDERIQUE BRIGITTE SYLVIA PATRICIA PORTAIL-GIET, PAMELA SOUBRIER, ALEXANDRA SIDONIE SOUBRIER, PATRICK FRANCIS VENTURA";"2 RUE MONTORGE 38000 GRENOBLE FRANCE ";"Société civile immobilière";"L'administration, la location de tous immeubles.";"'38";"";"76.22";"Active"
"RABARIN ET NOVARO";"01/04/1948";"'059804443";"FRANCK PIGAGLIO";"20 RUE LAUTARD 13003 MARSEILLE FRANCE ";"Société à responsabilité limitée";"Repoussage sur métaux, articles de menage tôlerie, ferblanterie, Appa-- Reillage de lustrerie, travaux de soudure, fabrication et prestation de service, serrurerie et ferronnerie (prestations de services)";"'13";"";"90000.0";"Active"
"HOTEL DARCY DIJON CENTRE";"01/04/1948";"'015651250";"THIERRY NEFF, MAXIME NEFF, GUILLAUME THOMAS";"2 RUE DE LA LIBERTE 21000 DIJON FRANCE ";"Société par actions simplifiée";"Hôtel restaurant";"'21";"";"150030.0";"Active"
"GESTION ET TRANSACTIONS DE FRANCE";"01/04/1948";"'572032373";"MICHEL PELEGE, SANDRINE PELEGE, ANNE-LAURENCE PELEGE, MONIQUE GEORGES, FREDERIC PELEGE";"50 RUE DE CHATEAUDUN 75009 PARIS FRANCE ";"SA à conseil d'administration";"Gestion et transactions immobilières - Conseil en investissements financiers, conseil en gestion patrimoniale";"'75";"23 RUE CHAUCHAT 75009 PARIS FRANCE 5 RUE DROUOT 75009 PARIS FRANCE 123 BD DE STALINGRAD 94500 CHAMPIGNY-SUR-MARNE FRANCE 3 RUE DE LONGJUMEAU 91300 MASSY FRANCE 56 RUE DE LA POMPE 75016 PARIS FRANCE 41 RUE DU FOUR 75006 PARIS FRANCE 8 RUE MAYRAN 75009 PARIS FRANCE 75 RUE GABRIEL PERI 91300 MASSY FRANCE 29 BD JULES SANDEAU 75016 PARIS FRANCE 58 RUE DE CHATEAUDUN 75009 PARIS FRANCE 7 ALL RAYMOND NEGRE 94340 JOINVILLE-LE-PONT FRANCE 164 RUE DE VAUGIRARD 75015 PARIS FRANCE 38 RUE BOULARD 75014 PARIS FRANCE 15 RUE DE SEVIGNE 75004 PARIS FRANCE 81 RUE DE LOURMEL 75015 PARIS FRANCE 38 RUE DES ENTREPRENEURS 75015 PARIS FRANCE 41 RTE DE LA REINE 92100 BOULOGNE-BILLANCOURT FRANCE 98 RUE GALLIENI 92100 BOULOGNE-BILLANCOURT FRANCE 1 RUE D 'ESTIENNE D''ORVES 92320 CHATILLON FRANCE 31 AV CHARLES DE GAULLE 92200 NEUILLY-SUR-SEINE FRANCE 83 RUE DE LOURMEL 75015 PARIS FRANCE 10 RUE DE LA PEPINIERE 75008 PARIS FRANCE 49 RUE DE CHATEAUDUN 75009 PARIS FRANCE 30 RUE SAINT-LAZARE 75009 PARIS FRANCE 46 RUE DE PROVENCE 75009 PARIS FRANCE 116 RUE DE LA CONVENTION 75015 PARIS FRANCE ";"18000000.0";"Active"
"ETS DBG DUBOURGEAL BOURGEAUX GUILLERMIN";"01/04/1948";"'605821008";"JULIE GNUVA";"408 AV DES AMARANCHES 74460 MARNAZ FRANCE ";"Société à responsabilité limitée";"Décolletage et petite mécanique.";"'74";"74130 MONT-SAXONNEX FRANCE 27 RUE DES PETITES ECURIES 75010 PARIS FRANCE ZAE PLEINE MOUILLE 74130 MONT-SAXONNEX FRANCE 29 RUE DE LA CROIX 74950 SCIONZIER FRANCE ";"150000.0";"Active"
"VILLE SAS";"01/04/1948";"'061500955";"";"1 AV DE ROMANS 38160 SAINT-MARCELLIN FRANCE ";"Société par actions simplifiée";"Vente en gros et commissions de fruits, légumes, noix et cerneaux.";"'38";"RTE DE LA GARE 38430 MOIRANS FRANCE 53 RTE DE MARSEILLE 38150 CHANAS FRANCE ";"152449.0";"Active"
"ETABLISSEMENTS OURY GUYE ET FILS";"01/04/1948";"'845820497";"";"31 RUE MALAINGRE 52800 NOGENT FRANCE ";"Société par actions simplifiée";"Fabrication et vente de tous articles de coutellerie et chirurgie";"'52";"";"600000.0";"Active"
"CUMA DE CHEVROUX";"01/04/1948";"'421666223";"JEAN CLAMENT";"CHEVROUX 18140 CHARENTONNAY FRANCE ";"CUMA - Coopérative d'utilisation de matériel agricole en commun";"Utilisation en commun de tous matériels agricoles";"'18";"";"8980.0";"Active"
"NANOGLOU RADIATEURS AUTO-INDUSTRIE";"01/04/1948";"'058800012";"RAYMOND NANOGLOU";"29 RUE DE FRIEDLAND 13006 MARSEILLE FRANCE ";"Société à responsabilité limitée";"Réparations de radiateurs automobiles neufs et d'occasion tous travaux de tôlerie et de soudure Antogene.";"'13";"";"7622.45";"Active"
"COINTREAU";"01/04/1948";"'582143384";"ELISABETH TONA, LUCA MAROTTA, MARIE-AMELIE JACQUET";"CAR MOLIERE 49124 SAINT BARTHELEMY D'ANJOU FRANCE ";"Société par actions simplifiée";"Production et commercialisation de liqueurs ";"'49";"152 AV DES CHAMPS ELYSEES 75008 PARIS 8 FRANCE 5 BD DU CHP DE MARS 68000 COLMAR FRANCE PROPRIETE BORDENEUVE 32110 PANJAS FRANCE 9 QUAI AMIRAL BERGERET 64100 BAYONNE FRANCE 2 BD DES BRETONNIERES 49124 SAINT BARTHELEMY D'ANJOU FRANCE ZI DE JALDAY 64500 SAINT-JEAN-DE-LUZ FRANCE 21 BD HAUSSMANN 75009 PARIS 9 FRANCE 21 RUE BALZAC 75008 PARIS 8 FRANCE 22 RTE DE GRAVES 16120 GRAVES-SAINT-AMANT FRANCE ";"4036944.0";"Active"
"SCI CONCORDE";"01/04/1948";"'443916499";"ALFRED MULLER";"23 RUE DE FORT-LOUIS 67000 STRASBOURG FRANCE ";"Société civile immobilière";"La propriété, l'administration et l'exploitation par bail, location ou autrement de tous immeubles bâtis ou non bâtis.";"'67";"";"6949.44";"Active"
"HOTEL DANEMARK";"01/04/1948";"'562089813";"JEAN CHARLES NURIT";"21 RUE VAVIN 75006 PARIS FRANCE ";"Société par actions simplifiée";"HOTEL MEUBLE";"'75";"";"50000.0";"Active"
"SOCIETE GENERALE DU CAOUTCHOUC";"01/04/1948";"'675820161";"LILIAN ANDRE GILLE, CORALIE PAUZAT, PHILIPPE CHABREYROUX";"AV ROGER RONCIER 19100 BRIVE-LA-GAILLARDE FRANCE ";"Société par actions simplifiée";"Le négoce transformation courtage représentation dépôt ou consignation de tous produits et matériaux industriels agricoles artisanaux de transformation et intermédiaires";"'19";"RUE BERNARD COURTOIS 19100 BRIVE-LA-GAILLARDE FRANCE AV BENOIT FRACHON 24330 BOULAZAC ISLE MANOIRE FRANCE RUE ALFRED NOBEL 24330 BOULAZAC ISLE MANOIRE FRANCE ";"150000.0";"Active"
"ETABLISSEMENTS COLOMBO";"01/04/1948";"'325720944";"BENJAMIN JOEL JEAN COLOMBO, JEAN-MARC COLOMBO";"11 AV DU THIOU 74000 ANNECY FRANCE ";"Société à responsabilité limitée";"EXPLOITATION D'UN FONDS DE COMMERCE DE MONTAGE ET INSTALLATIONS ELECTRIQUES, VENTE D'APPAREILLAGES ELECTRIQUES, ELECTRO-MECANIQUES ET RADIOPHONIQUES.";"'74";"";"9878.7";"Active"
"SCI NOGENT CHATEAUDUN";"02/04/1948";"'444393292";"SEBASTIEN JEAN CLAUDE ANDREANI";"5 RUE ANTOINE CHANTIN 75014 PARIS FRANCE ";"Société civile immobilière";"LOCATION DE BIENS IMMOBILIERS";"'75";"";"2972.63";"Active"
"CUMA DE SULIGNAT";"05/04/1948";"'379998164";"BERNARD AUGUSTE CARJOT, JEAN-MICHEL GUYOT, REGIS MAURICE JANICHON, VINCENT MOREL, MARC LEON RIGOLLET";"MAIRIE 01400 SULIGNAT FRANCE ";"CUMA - Coopérative d'utilisation de matériel agricole en commun";"Utilisation en commun de matériel agricole";"'01";"";"";"Active"
"CUMA DE BELLAING";"05/04/1948";"'423937374";"GUILLAUME BOUCHER, CHRISTOPHE NOEL CHEVAILLIER";"42 RUE JEAN JAURES 59135 BELLAING FRANCE ";"CUMA - Coopérative d'utilisation de matériel agricole en commun";"Mise à disposition de matériels et d'équipements agricoles";"'59";"";"1.0";"Active"
"SCI DE LA BLAQUE";"07/04/1948";"'327876132";"BERNADETTE MARIE MAGALI BEMBO, ALESSO MARIA RAFAELE ANNE BEMBO, FABRIZIO MARIA ANGELO ROLAND BEMBO, HELENA MARIE MARTHE DENISE BEMBO";"CHE DE LA BLAQUE 13090 AIX-EN-PROVENCE FRANCE ";"Société civile immobilière";"EXPLOITATION ET MISE EN VALEUR D'UNE PROPRIETE SIS A AIX EN PROVENCE QUARTIER DE LA BLAQUE";"'13";"CHE DE LA BLAQUE 13530 TRETS FRANCE ";"60979.61";"Active"
"LE CIRIS";"10/04/1948";"'035920172";"JEAN-CHARLES FRANCK GAMBINI, THERESE GAMBINI";"64 RUE DE LA REPUBLIQUE 06600 ANTIBES FRANCE ";"Société à responsabilité limitée";"BAR CAFE BRASSERIE GLACIER RESTAURANT HOTEL MEUBLE VENTES A EMPORTER.";"'06";"";"7622.45";"Active"
"SOCIETE DU RESTAURANT LA MARENDA";"11/04/1948";"'664200797";"MOKHTAR OUBENNOUR, GERALD CASTANY";"16 AV DE LA REPUBLIQUE 66650 BANYULS-SUR-MER FRANCE ";"Société à responsabilité limitée";"brasserie, licence IV, glacier, crêperie.";"'66";"";"17531.64";"Active"
"SOCIETE MARTINIQUAISE DE COMMERCE ET DE REPRESENTATION";"12/04/1948";"'303160428";"CHARLES ETIENNE JOSEPH Roy-Camille, MICHEL FELIX Roy-Camille, CORINNE SEVERAC";"ZONE DE GROS LA JAMBETTE 97232 LE LAMENTIN FRANCE ";"Société par actions simplifiée";"Achat, vente, importation exportation de produits et marchandises.";"'972";"";"77000.0";"Active"
"BECTON DICKINSON FRANCE";"14/04/1948";"'056501711";"KEVIN EGESBORG, PAULINE ROMAIN";"11 RUE ARISTIDE BERGES 38800 LE PONT-DE-CLAIX FRANCE ";"Société par actions simplifiée";"La fabrication, l'exploitation, la représentation, l'achat et la vente de toutes applications mécaniques, électriques, électroniques, biologique ou autres dans le domaine de la santé, et en particulier de tous dispositifs médicaux et de tous dispositifs médicaux de diagnostic in vitro, et plus généralement de tous produits de santé, ainsi que la distribution et la commercialisation de tous produits et dispositifs pharmaceutiques et médicaux y compris l'exploitation des médicaments, opérations de vente en gros.";"'38";"5 CHE DES SOURCES 38240 MEYLAN FRANCE 3 RUE LE CORBUSIER 94150 RUNGIS FRANCE LE GRAND CHEMIN 38590 BREZINS FRANCE 86 RUE VICTOR HUGO 94200 IVRY-SUR-SEINE FRANCE 2 PL GUSTAVE EIFFEL 94150 RUNGIS FRANCE 36 RUE DE WATTIGNIES 75012 PARIS FRANCE 18 RUE SAARINEN 94150 RUNGIS FRANCE 110 B AV DU GENERAL LECLERC 93500 PANTIN FRANCE 8 AV JEAN D'ALEMBERT 78190 TRAPPES FRANCE 8 THIMONNIER 38320 POISAT FRANCE 5 PL B PALISSY 38320 POISAT FRANCE 6 RUE DE LA COUTURE 94150 RUNGIS FRANCE 3 CHE DE LA PLAINE 38640 CLAIX FRANCE CHANTECAILLE 07340 CHAMPAGNE FRANCE 56 RUE D'ARCUEIL 94150 RUNGIS FRANCE 164 AV JOSEPH KESSEL 78960 VOISINS-LE-BRETONNEUX FRANCE 5 AV RAYMOND CHANAS 38320 EYBENS FRANCE ";"64719915.0";"Active"
"SCI LECHAPELAIS BOURGUIGNON";"14/04/1948";"'424063105";"CLAUDE MARCEL JEAN GILLET";"4 RUE LEMERCIER 75017 PARIS FRANCE ";"Société civile immobilière";"ACHAT ET EXPLOITATION BIENS IMMOBILIERS";"'75";"";"1524.0";"Active"
"IMPRIMERIE GRESSET";"15/04/1948";"'625780028";"LUDOVIC DEMIMUID, MARIELLE GAETANE GRESSET";"RTE DE CHAMPAGNOLE 39300 NEY FRANCE ";"Société à responsabilité limitée";"Imprimerie, achat, vente, transformation de tous papiers cartons, pâtes à papier, bois et chiffons, entreprise de propagande, de publicité, toutes opérations se rapportant à l'édition, l'impression, le façonnage et la transformation en général, la réalisation de prestations de services.";"'39";"10 T RUE LAVOISIER 25000 BESANCON FRANCE 489 RUE RENE CASSIN 39300 CHAMPAGNOLE FRANCE ";"785152.0";"Active"
"SCI STRASBOURG GRANDE RUE";"15/04/1948";"'428890826";"DIDIER JEAN-FRANCOIS Bensa, ARTHUR Bensa, GASPARD Bensa, KARINE Bensa, ALEXIS Bensa";"71 AV MARCEAU 75016 PARIS FRANCE ";"Société civile immobilière";"Acquisition, administration et exploitation par bail,location ou autrement, de tous immeubles bâtis ou non bâtis";"'75";"8 BD DE STRASBOURG 94130 NOGENT-SUR-MARNE FRANCE 44 RUE BRUNEL 75017 PARIS FRANCE ";"13224.0";"Active"
"DESFOSSEY";"15/04/1948";"'515720480";"LOUIS ANDRE EDMOND DESFOSSEY, CATHERINE DENISE HENRIETTE BOULLAND";"18 RUE COLBERT 21200 BEAUNE FRANCE ";"Société civile immobilière";"l'acquisition, l'administration, la propriété, la gestion par location ou autrement de tous immeubles et biens immobiliers, l'acquisition, la détention, la gestion de titres et de toutes valeurs mobilières";"'21";"";"13285.93";"Active"
"COOPERATIVE VINICOLE LE ROYAL COTEAU SOCIETE COOPERATIVE AGRICOLE";"15/04/1948";"'780390803";"GERARD EUGENE ALFRED JOURNE, ALAIN LUCIEN ADRIEN GARNIER, NICOLE JULIETTE RAYMONDE PARIZY, SEBASTIEN DEHEC, ADRIEN BERNARD UKRAINIEC, MURIEL CHRISTIANE ITAN, PIERRE HENRI QUENARDELLE, ODIL PIERRE LEBLOND, MARIE-LAURE ARLETTE MAREST, REMI EMILIEN LUCIEN DEHEC";"11 RUE 51190 Grauves FRANCE ";"Société coopérative agricole";"élaboration de vins de champagne.";"'51";"";"32943.0";"Active"
"MAISON HOTELIERE";"15/04/1948";"'015850472";"BERTRAND CHALUMEAU";"18 RUE DE CRACOVIE 21000 DIJON FRANCE ";"Société par actions simplifiée";"Fournitures pour hôtels restaurants cafés salon de thé Fournitures pour hôtels restaurants cafés salon de thé collectivités et particuliers et notamment vente d'ameublement literie tissus tapis Lingé de maison vaisselle quincaillerie papeterie appareils ménagers";"'21";"";"80000.0";"Active"
"ETABLISSEMENTS PAUL CHARRIERE";"15/04/1948";"'745820068";"FRANCOISE ODETTE THERESE JEANNE";"1 RUE FAVRE 73000 CHAMBERY FRANCE ";"Société à responsabilité limitée";"TISSUS,SOIERIES,LAINAGES,COTON RAYONNE,TOILE ET TOUT LE BLANC CONFECTIONNE OU NON (COMMERCE DE DETAIL).";"'73";"1 RUE DU LAC 74000 ANNECY FRANCE 2 RUE BERTHOLLET 73000 CHAMBERY FRANCE 1 RUE JEAN JAURES 74000 ANNECY FRANCE RTE DE BROMINES 74330 SILLINGY FRANCE RUE DU MAROCAZ 73230 SAINT-ALBAN-LEYSSE FRANCE ";"45000.0";"Active"
"ASTRAZENECA";"15/04/1948";"'558201075";"ANNE-LAURE MARIE DRENO, ANNE-CELINE BAROIS";"31 PL DES COROLLES 92400 COURBEVOIE FRANCE ";"Société par actions simplifiée";"Fabrication et vente de produits pharmaceutiques";"'92";"CHE DE VRILLY 51100 REIMS FRANCE 1 RUE DES CHAUFFOURS 95000 CERGY FRANCE 1 PL RENAULT 92500 RUEIL-MALMAISON FRANCE 1 RUE FRANCOIS JACOB 92500 RUEIL-MALMAISON FRANCE ";"61148640.0";"Active"
"G.F.";"19/04/1948";"'444133276";"ISABELLE Fabro, MARTINE Platey, GERARD DANIEL Fabro, ERIC Fabro";"22 RUE ALPHONSE DE NEUVILLE 75017 PARIS FRANCE ";"Société civile immobilière";"Location de terrains et d'autres biens immobiliers";"'75";"71 RUE DE BEZONS 92400 COURBEVOIE FRANCE ";"609.8";"Active"
"LES TRIOLETS";"20/04/1948";"'582105540";"DONAL Loughney";"33 RUE DE MONTREUIL 75011 PARIS FRANCE ";"Société par actions simplifiée";"CAFE - BRASSERIE - BILLARD";"'75";"16 RUE AMELOT 75011 PARIS FRANCE ";"6372.37";"Active"
"SOCIETE BINET";"20/04/1948";"'570800862";"JACQUES ANDRE BINET, PIERRE LEON BINET";"90 RUE DE FENOUILLET 31200 TOULOUSE FRANCE ";"Société en nom collectif";"ENTREPRISE DE TRANSPORTS ROUTIERS DE CAMIONNAGE ET COMMISSIONNAIRE DE TRANSPORTS ; LA PRISE A BAIL DE TOUS LOCAUX OU LEUR ACQUISITION, LA LOCATION OU LA MISE EN GERANCE DES FONDS DE COMMERCE, LA LOCATION DES IMMEUBLES, LA LOCATION DES VEHICULES.";"'31";"";"18293.88";"Active"
"SCI BEAUSEJOUR";"20/04/1948";"'352107973";"ASSIC ASSOCIATION DU SERVICE SOCIAL INTERENTREPRISE DE LA CHIM, MARC BAYARD";"2 RUE HENRI BARBUSSE 13001 MARSEILLE FRANCE ";"Société civile immobilière";"L acquisition la propriété l administration et l exploitation par bail location ou autrement la gestion la mise en valeur de tous immeubles et droits immobiliers éventuellement l aliénation totale ou partielle des immeubles sociaux par voie de vente échangé ou apport en société.";"'13";"";"12348.37";"Active"
"SOC V BEER ET FILS";"20/04/1948";"'562000778";"";"";"Société à responsabilité limitée";"";"";"RUE DE CHATEAURENARD 94550 CHEVILLY-LARUE FRANCE ";"";"Active"
"DISTRIBUTION ALIMENTAIRE PARISIENNE";"01/01/1948";"'954200101";"OLIVIER JACQUES BERNARD SEGUREL, SERGE KUBRYK, KARINE YAKAN";"RUE DES MARES JULIENNES 91380 CHILLY-MAZARIN FRANCE ";"Société par actions simplifiée";"Épicerie en gros";"'91";"1549 RUE DU BERGER 91320 WISSOUS FRANCE ";"2158000.0";"Active"
"SOC COOPERATIVE AGRICOLE LA COMARCAISE";"01/01/1948";"'782166029";"JOEL MICHEL VIEL, SYLVAIN BOUSQUET, TINO ROSSI";"RTE DE MONCLAR 47260 CASTELMORON-SUR-LOT FRANCE ";"Société coopérative agricole";"Collecte conditionnement stockage et vente de tous fruits et légumes, ainsi que le séchage et le conditionnement des pruneaux la coopérative a pour objet de fournir à ses seuls associes cooperateurs et pour l'usage exclusif de leurs exploitations les services ci apres enumeres necessaire à ces exploitations sechage calibrage stockage et conditionnement de prunes et autres fruits et legumes mise à disposition de materiel mise à disposition de personnel spécialisé";"'47";"";"15201.6";"Active"
"FILEC";"01/01/1948";"'505680413";"PATRICK PAUL GERARD LECOMTE";"8 RUE DU 12E REGIMENT D'ARTILLERIE 88100 SAINT-DIE-DES-VOSGES FRANCE ";"Société par actions simplifiée";"Prise de participations dans toute société ou entreprise et gestion de ces participations - holding";"'88";"8 RUE DES GRANDS MOULINS 88100 SAINT-DIE-DES-VOSGES FRANCE ";"95030.0";"Active"
"PETIT SAS";"01/01/1948";"'525920773";"ERIC ROGER MARCEL BES";"RTE DE CLERMONT 60360 CREVECOEUR-LE-GRAND FRANCE ";"Société par actions simplifiée";"Achat, vente du bois, transformation et utilisation dans toutes ses applications.";"'60";"";"500000.0";"Active"
"POMPES FUNEBRES CRITON MARBRERIE";"01/01/1948";"'719801631";"PATRICE RIOULT";"10 RUE DE LORRAINE 78200 MANTES-LA-JOLIE FRANCE ";"Société par actions simplifiée";"Entreprise générale de sculpture, marbrerie et monuments funéraires pompes funèbres";"'78";"";"40000.0";"Active"
"CENTRE D'ETUDE DE LA REPARATION";"01/01/1948";"'541920112";"JEAN-MARC DUGARDIN, JOSETTE LAMBERT, JACQUES RIFFLART, FREDERIQUE RIFFLART";"122 RUE DU TEMPLE 62000 ARRAS FRANCE ";"Société par actions simplifiée";"Détention de titres, prestations de management, fabrication et vente de tout matériel électrique et radio-électrique, ménager, industriel ou agricole.";"'62";"";"58000.0";"Active"
"SOCIETE BOULANGERIE SAINT SAUVEUR COLLET";"01/01/1948";"'552031239";"FABRICE Collet";"100 RUE MONTORGUEIL 75002 PARIS FRANCE ";"Société à responsabilité limitée";"BOULANGERIE PATISSERIE CONFISERIE GLACES PLATS CUISINES ET DIVERS PRODUITS CHARCUTERIE VENTE AU DETAIL";"'75";"";"3170.94";"Active"
"PAUL CHEZOT";"01/01/1948";"'555750751";"MARIE JOELLE LOUISETTE MASSON";"19 RUE DES RUISSEAUX 53000 LAVAL FRANCE ";"Société par actions simplifiée";"Acquisition,gestion,administration et exploitation sous toutes formes de tous immeubles bâtis ou non,la gestion de portefeuille de valeurs mobilières nouveautés et confection pour hommes,dames et enfants et tous articles concernant l'habillement,la lingerie,l'ameublement, jouets.";"'53";"15 RUE DU GENERAL DE GAULLE 53000 LAVAL FRANCE ";"22800.0";"Active"
"DEFRANCE AUTOMOBILES";"01/01/1948";"'559200563";"SERGE HENRI GERARD PIETRI, FRANCOIS SCHUMACHER";"1 CHE DE BRAY 35510 CESSON-SEVIGNE FRANCE ";"Société par actions simplifiée";"Véhicules automobiles (commerce, entretien, réparation), commerce de pièces détachées automobiles, exploitation de garage, location sans chauffeur de véhicules de tourisme et utilitaires. holding, gestion et détention de participations, prestations de services de toute nature au profit de toutes sociétés, assistance financière, administrative et comptable Auxdites sociétés";"'35";"40 AV SERGENT MAGINOT 35000 RENNES FRANCE 7 RUE ANDRE CITROEN 53940 SAINT-BERTHEVIN FRANCE ";"100980.0";"Active"
"SOULERY";"01/01/1948";"'570802975";"CLAIRE GUIGUI";"10 RUE LAPEYROUSE 31000 TOULOUSE FRANCE ";"Société par actions simplifiée";"Prise en gérance, exploitation de tous fonds de commerce de tailleur hommes,dames,articles d'enfants";"'31";"";"104000.0";"Active"
"PUBLICITE CHALMANDRIER";"01/01/1948";"'572123792";"ERIC Chalmandrier";"29 BD LANNES 75016 PARIS FRANCE ";"Société par actions simplifiée";"COMMUNICATION, PUBLICITE, CREATION PUBLICITAIRE, ACHAT D'ESPACE, REGIE, EDITION ET DIFFUSION.";"'75";"76 AV DES CHAMPS ELYSEES 75008 PARIS FRANCE ";"10000.0";"Active"
"BENOIT PARTICIPATION ET MANAGEMENT";"01/01/1948";"'572621001";"CEDRIC PIERRE VINCENT BENOIT, AUDREY LYDIA ISABELLE MORENO";"29 AV CHARLES DE GAULLE 84130 LE PONTET FRANCE ";"Société à responsabilité limitée";"La prise de participation ou intérêts dans toutes sociétés de personnes ou de capitaux par tous moyens, notamment création de sociétés nouvelles, apport, fusion, commandite, souscription ou achat de titres, parts et droits sociaux, et la gestion de ces participations financières ainsi acquises, de même que toutes prestations de services administratifs et comptables en faveur des entreprises dont la société possédé des titres.";"'84";"RTE DES SAINTES MARIES DE LA MER 13200 ARLES FRANCE 1970 AV PIERRE MENDES FRANCE 30000 NIMES FRANCE RUE DES BIGOS 34740 VENDARGUES FRANCE RTE DE SAINT GILLES 13200 ARLES FRANCE LES ROUSSELS 34400 LUNEL-VIEL FRANCE ";"339100.0";"Active"
"S A LA PRESERVATRICE A I R D";"01/01/1948";"'583750492";"";"";"SA à conseil d'administration";"";"";"AV GENERAL LECLERC 83530 SAINT-RAPHAEL FRANCE ";"";"Active"
"L AIGLE";"01/01/1948";"'585850118";"";"";"SA à conseil d'administration";"";"";"RUE DE LA PASSERELLE 43000 LE PUY-EN-VELAY FRANCE ";"";"Active"
"SOC DE L HOTEL RUBENS";"01/01/1948";"'592011738";"RENAUD de Sarcus";"35 RUE DU BANQUIER 75013 PARIS FRANCE ";"Société à responsabilité limitée";"Hôtel de tourisme";"'75";"";"14635.11";"Active"
"ETABLISSEMENTS BOUVET";"01/01/1948";"'649200094";"RENE PIERRE ALFRED BOUVET";"RUE CHATEAUBRIAND 35460 MAEN ROCH FRANCE ";"Société à responsabilité limitée";"détail d'articles nouveautés, confections, mercerie, meubles et voitures d'enfants, sedentaires et ambulant (fabrication et vente)";"'35";"20 PL CHARLES DE GAULLE 35420 LOUVIGNE-DU-DESERT FRANCE 5 RUE DE LA LIBERATION 35140 SAINT-AUBIN-DU-CORMIER FRANCE ";"21000.0";"Active"
"ETABLISSEMENTS OLIVIER GUILLE ET FILS";"01/01/1948";"'775711708";"MARC CANARELLI, JULIEN DUFFAU, OLIVIER BERANGER GUILLE, BRUNO FRANCOIS MARIE PILLON";"4 RUE DE LA BONNETERIE 81390 BRIATEXTE FRANCE ";"SA à conseil d'administration";"Commerce et industrie de la bonneterie en tous genres et articles assimilés";"'81";"";"591567.0";"Active"
"SOFIBAT";"01/01/1948";"'435781109";"ALAIN GALLIFET, CHRISTOPHE GALLIFET, FRANCOIS GUERIN, YURY MOMPO, FLORENCE ROUSSON";"402 AV DE CHABEUIL 26000 VALENCE FRANCE ";"SA à conseil d'administration";"ENTREPRISE DE TRAVAUX PUBLICS ET PARTICULIERS ET PLUS SPECIALEMENT L'ENTREPRISE DE PLATRERIE, PEINTURE ET DECORATION.";"'26";"";"170000.0";"Active"
"MAS DE MILLET";"01/01/1948";"'314046780";"ANTOINE LOUIS JOURDAN, LOUIS ROBERT FRANCIS JOURDAN, THIBAUD LOUIS HENRI JOURDAN, BENJAMIN LOUIS HENRI JOURDAN, JEAN-PIERRE YVES JOURDAN";"RTE DE SALIN DE GIRAUD 13129 ARLES FRANCE ";"Société civile d'exploitation agricole SCEA";"L'exploitation d'une partie de la propriété rurale connue sous le nom de ""mas de millet"" située en Camargue, terroir d'Arles, aux quartiers dits d'Azegat et millet, dont il a été fait apport lors de la constitution de la société sous la forme de responsabilité limitée. L'acquisition ou la prise à bail et l'exploitation de toutes propriétés agricoles ; La revente de produits agricoles tires de l'exploitation des propriétés appartenant à la société ou louées par elle. Cultures de céréales, cultures industrielles";"'13";"";"55440.0";"Active"
"SOCIETE LE BREBANT";"01/01/1948";"'035521137";"WINSTON RUBEN JAICH";"117 BD PRESIDENT WILSON 06600 ANTIBES FRANCE ";"Société à responsabilité limitée";"Location appartement et chambres meublés, et généralement toutes opérations financières, mobilières et commerciales se rattachant directement ou indirectement à l'objet précité.";"'06";"1 AV DE L'ESTEREL 06160 ANTIBES FRANCE ";"7622.45";"Active"
"SOCIETE MENUISERIE BATIMENT";"01/01/1948";"'058813353";"ROLAND FERNAND ROGER BOURELY";"37 BD DE SAIGON 13010 MARSEILLE FRANCE ";"Société à responsabilité limitée";"réalisation de tous travaux du second oeuvre du bâtiment et notamment tout travail  du bois en relation avec le bâtiment  la réalisation et la vente de tous meubles et objets en bois le négoce et le commerce du bois";"'13";"BRAYE DE CAU 13821 LA PENNE-SUR-HUVEAUNE FRANCE ";"32000.0";"Active"
